policy,seed,oracle_coverage,n_oracle,n_eval,alpha,mean,mean_se,mean_ci_lo,mean_ci_hi,oracle_truth,cvar,cvar_ci_lo,cvar_ci_hi,cvar_t_hat,cvar_empirical_truth,audit_p_value,audit_reject,n_bootstrap_failures
parallel_universe_prompt,6,0.25,1247,5000,0.1,0.7834313252239754,0.0026142149675672808,0.7761731008733385,0.7906895495746123,0.770834,0.2700641628461203,0.2439655921856932,0.2954456385316327,0.4042,0.26734463276836157,0.7740945438797646,false,0
parallel_universe_prompt,6,0.25,1247,5000,0.2,0.7834313252239754,0.0026142149675672808,0.7761731008733385,0.7906895495746123,0.770834,0.396456687631047,0.3725041835159194,0.42074421430901626,0.6100000000000001,0.4058043875685558,0.3734931508909588,false,0
unhelpful,6,0.25,1247,5000,0.01,0.4754331251411348,0.05629233404604585,0.31914054981883166,0.6317257004634379,0.142636,0.026666666666666727,0.007723999999999953,0.08053824862872103,0.026666666666666727,0.0,0.0015349677051107458,true,0
unhelpful,6,0.25,1247,5000,0.05,0.4754331251411348,0.05629233404604585,0.31914054981883166,0.6317257004634379,0.142636,0.02400000000000002,0.013000000000000012,0.09264414063948714,0.02400000000000002,0.0,4.440892098500626e-16,true,0
unhelpful,6,0.25,1247,5000,0.1,0.4754331251411348,0.05629233404604585,0.31914054981883166,0.6317257004634379,0.142636,0.03586507793175852,0.020000000000000018,0.09050387295670663,0.0463533333333333,0.0,0.00011771385645942267,true,0
unhelpful,6,0.25,1247,5000,0.2,0.4754331251411348,0.05629233404604585,0.31914054981883166,0.6317257004634379,0.142636,0.05762123675747256,0.028433974672199568,0.13056493407862327,0.10333333333333339,0.0,0.0,true,0
clone,7,0.25,1247,5000,0.01,0.7694445009669258,0.003177778284473051,0.7606215740035968,0.7782674279302549,0.7619779999999999,0.07728468424693863,0.054752005607237565,0.10657404778814673,0.11540133333333336,0.072,0.7120292127186347,false,0
clone,7,0.25,1247,5000,0.05,0.7694445009669258,0.003177778284473051,0.7606215740035968,0.7782674279302549,0.7619779999999999,0.18408607510566283,0.15976919872502748,0.21209273023763067,0.29333333333333333,0.16924603174603173,0.539228053647846,false,0
clone,7,0.25,1247,5000,0.1,0.7694445009669258,0.003177778284473051,0.7606215740035968,0.7782674279302549,0.7619779999999999,0.26010633645413117,0.23390589419730384,0.2861797892705786,0.40499999999999997,0.2689667250437829,0.6010252244233429,false,0
clone,7,0.25,1247,5000,0.2,0.7694445009669258,0.003177778284473051,0.7606215740035968,0.7782674279302549,0.7619779999999999,0.3860724740206621,0.35904613125089957,0.4108628798180966,0.598,0.3763565891472868,0.5484927332768749,false,0
premium,7,0.25,1247,5000,0.01,0.7731694630060659,0.0032445270085664914,0.7641612118744494,0.7821777141376824,0.76226,0.07865431932855108,0.056984417136278206,0.1075180191677716,0.11540133333333336,0.09015151515151514,0.9935702159446621,false,0
premium,7,0.25,1247,5000,0.05,0.7731694630060659,0.0032445270085664914,0.7641612118744494,0.7821777141376824,0.76226,0.1882394072469032,0.1625390318576355,0.21576463314275554,0.29333333333333333,0.18,0.8003027838017462,false,0
premium,7,0.25,1247,5000,0.1,0.7731694630060659,0.0032445270085664914,0.7641612118744494,0.7821777141376824,0.76226,0.2648863689910542,0.23927474499218312,0.2911641019804356,0.40499999999999997,0.2567366412213741,0.16473743104881144,false,0
premium,7,0.25,1247,5000,0.2,0.7731694630060659,0.0032445270085664914,0.7641612118744494,0.7821777141376824,0.76226,0.39080240297849833,0.3645389282110032,0.4143953270805273,0.598,0.39660808435852374,0.23045613704877388,false,0
parallel_universe_prompt,7,0.25,1247,5000,0.01,0.7795995230336347,0.003272762130951118,0.7705128786346788,0.7886861674325906,0.770834,0.07730445730843981,0.054693838608186496,0.10731855875760976,0.11540133333333336,0.07903846153846153,0.9940263570035219,false,0
parallel_universe_prompt,7,0.25,1247,5000,0.05,0.7795995230336347,0.003272762130951118,0.7705128786346788,0.7886861674325906,0.770834,0.18819709804127538,0.16288468572960377,0.21278371542536784,0.29333333333333333,0.17513944223107572,0.6781522929141199,false,0
parallel_universe_prompt,7,0.25,1247,5000,0.1,0.7795995230336347,0.003272762130951118,0.7705128786346788,0.7886861674325906,0.770834,0.2667417654507651,0.2412640098914275,0.2911496046139748,0.40499999999999997,0.26734463276836157,0.872275643615773,false,0
parallel_universe_prompt,7,0.25,1247,5000,0.2,0.7795995230336347,0.003272762130951118,0.7705128786346788,0.7886861674325906,0.770834,0.395024119377254,0.36876231926486835,0.41819473911645716,0.598,0.4058043875685558,0.6880884028019849,false,0
unhelpful,7,0.25,1247,5000,0.01,0.3934397799094116,0.02816044441682919,0.31525385184811167,0.4716257079707115,0.142636,-0.004665686666666616,-0.022689999999999988,0.07529086668354425,0.0013906666666666512,0.0,0.031876871910372584,true,0
unhelpful,7,0.25,1247,5000,0.05,0.3934397799094116,0.02816044441682919,0.31525385184811167,0.4716257079707115,0.142636,0.004945000000000005,-0.015499999999999958,0.08,0.03833333333333333,0.0,4.2942423894576365e-7,true,0
unhelpful,7,0.25,1247,5000,0.1,0.3934397799094116,0.02816044441682919,0.31525385184811167,0.4716257079707115,0.142636,0.029215520022246935,-0.007208064866666668,0.11822842184380683,0.07500000000000001,0.0,1.797365312139476e-8,true,0
unhelpful,7,0.25,1247,5000,0.2,0.3934397799094116,0.02816044441682919,0.31525385184811167,0.4716257079707115,0.142636,0.06867850300823612,0.01732777612511086,0.1532515502098023,0.15033333333333332,0.0,0.0,true,0
clone,8,0.25,1247,5000,0.01,0.7568393695816883,0.0031395308364629286,0.7481226345581733,0.7655561046052033,0.7619779999999999,0.07650818066888863,0.05532062142497279,0.10811643221368653,0.10933333333333328,0.072,0.8872098695264687,false,0
clone,8,0.25,1247,5000,0.05,0.7568393695816883,0.0031395308364629286,0.7481226345581733,0.7655561046052033,0.7619779999999999,0.1796547798055769,0.1572070717811666,0.20417485621198087,0.26555999999999996,0.16924603174603173,0.6359606205840481,false,0
clone,8,0.25,1247,5000,0.1,0.7568393695816883,0.0031395308364629286,0.7481226345581733,0.7655561046052033,0.7619779999999999,0.25265963801121005,0.23129879352254412,0.27584575024876273,0.3938,0.2689667250437829,0.8578342265443949,false,0
clone,8,0.25,1247,5000,0.2,0.7568393695816883,0.0031395308364629286,0.7481226345581733,0.7655561046052033,0.7619779999999999,0.367105135554257,0.34088988466065395,0.39754798783321627,0.5710000000000001,0.3763565891472868,0.587624970665884,false,0
premium,8,0.25,1247,5000,0.01,0.7618916055467881,0.0032298432825362167,0.7529241229744345,0.7708590881191418,0.76226,0.07542505823085469,0.05329639174033239,0.10567003835364307,0.10933333333333328,0.09015151515151514,0.9399534552742929,false,0
premium,8,0.25,1247,5000,0.05,0.7618916055467881,0.0032298432825362167,0.7529241229744345,0.7708590881191418,0.76226,0.17666825390125096,0.15663337233746724,0.20502282547400594,0.26555999999999996,0.18,0.9477249409820446,false,0
premium,8,0.25,1247,5000,0.1,0.7618916055467881,0.0032298432825362167,0.7529241229744345,0.7708590881191418,0.76226,0.2518409128504153,0.2311216461115378,0.2799219075776206,0.3938,0.2567366412213741,0.8866232363794313,false,0
premium,8,0.25,1247,5000,0.2,0.7618916055467881,0.0032298432825362167,0.7529241229744345,0.7708590881191418,0.76226,0.3679045515794894,0.34252952413983245,0.3966169821799164,0.5710000000000001,0.39660808435852374,0.3116286376414039,false,0
parallel_universe_prompt,8,0.25,1247,5000,0.01,0.7678228246126934,0.0038304477200273193,0.7571877967897075,0.7784578524356792,0.770834,0.07605190054782975,0.052413928996809966,0.10907670559538632,0.10933333333333328,0.07903846153846153,0.9772499837352489,false,0
parallel_universe_prompt,8,0.25,1247,5000,0.05,0.7678228246126934,0.0038304477200273193,0.7571877967897075,0.7784578524356792,0.770834,0.18164411477000794,0.15768432377719768,0.20717402026096987,0.26555999999999996,0.17513944223107572,0.8458233649384225,false,0
parallel_universe_prompt,8,0.25,1247,5000,0.1,0.7678228246126934,0.0038304477200273193,0.7571877967897075,0.7784578524356792,0.770834,0.25604770705513835,0.2297357168144071,0.2834707344991258,0.3938,0.26734463276836157,0.4611243850619948,false,0
parallel_universe_prompt,8,0.25,1247,5000,0.2,0.7678228246126934,0.0038304477200273193,0.7571877967897075,0.7784578524356792,0.770834,0.3721809922901399,0.34739377595964815,0.39914043627041096,0.59736,0.4058043875685558,0.49935562791546995,false,0
unhelpful,8,0.25,1247,5000,0.01,0.33266383240884306,0.04935441555252746,0.19563400692813035,0.46969365788955575,0.142636,0.023333333333333317,0.004752666666666627,0.06998862380120038,0.023333333333333317,0.0,7.299079064493341e-7,true,0
unhelpful,8,0.25,1247,5000,0.05,0.33266383240884306,0.04935441555252746,0.19563400692813035,0.46969365788955575,0.142636,0.02059517714285718,0.009699909999999977,0.0916236998850249,0.041453333333333287,0.0,3.1266117472839028e-9,true,0
unhelpful,8,0.25,1247,5000,0.1,0.33266383240884306,0.04935441555252746,0.19563400692813035,0.46969365788955575,0.142636,0.032425528912193996,0.014666666666666661,0.1141838244672046,0.0945266666666667,0.0,0.000046475022672076705,true,0
unhelpful,8,0.25,1247,5000,0.2,0.33266383240884306,0.04935441555252746,0.19563400692813035,0.46969365788955575,0.142636,0.08286741096601405,0.022499999999999964,0.14913317293412193,0.20196000000000003,0.0,2.7977620220553945e-14,true,0
clone,9,0.25,1247,5000,0.01,0.7592044513704594,0.0028815749050660555,0.751203916830028,0.7672049859108909,0.7619779999999999,0.06940923316655806,0.051210289470612805,0.09593886593659032,0.10933333333333328,0.072,0.9432075281381318,false,0
clone,9,0.25,1247,5000,0.05,0.7592044513704594,0.0028815749050660555,0.751203916830028,0.7672049859108909,0.7619779999999999,0.17183785387123912,0.1464276954043623,0.20343135875209856,0.26049999999999995,0.16924603174603173,0.9825425520076393,false,0
clone,9,0.25,1247,5000,0.1,0.7592044513704594,0.0028815749050660555,0.751203916830028,0.7672049859108909,0.7619779999999999,0.25286759762309474,0.227288049184746,0.27864642782012683,0.38,0.2689667250437829,0.8826790223856249,false,0
clone,9,0.25,1247,5000,0.2,0.7592044513704594,0.0028815749050660555,0.751203916830028,0.7672049859108909,0.7619779999999999,0.3729032521519221,0.35064404643251545,0.4004567406110799,0.5710000000000001,0.3763565891472868,0.5499372440538595,false,0
premium,9,0.25,1247,5000,0.01,0.7649456116018553,0.002718084656532826,0.7573989987617115,0.772492224441999,0.76226,0.06826281568404405,0.048905023830333565,0.09320922491111676,0.10933333333333328,0.09015151515151514,0.3985150272837157,false,0
premium,9,0.25,1247,5000,0.05,0.7649456116018553,0.002718084656532826,0.7573989987617115,0.772492224441999,0.76226,0.17453407255188286,0.14832518851638166,0.203116588271356,0.2886666666666666,0.18,0.6029823794940417,false,0
premium,9,0.25,1247,5000,0.1,0.7649456116018553,0.002718084656532826,0.7573989987617115,0.772492224441999,0.76226,0.2564256985422214,0.2326426104450339,0.28511071017594597,0.40766666666666673,0.2567366412213741,0.058017843020109705,false,0
premium,9,0.25,1247,5000,0.2,0.7649456116018553,0.002718084656532826,0.7573989987617115,0.772492224441999,0.76226,0.3765691724936192,0.35103438839555245,0.4031824066957886,0.59736,0.39660808435852374,0.811464244284688,false,0
parallel_universe_prompt,9,0.25,1247,5000,0.01,0.7710473867780805,0.002812259889476945,0.7632393015733981,0.7788554719827628,0.770834,0.06862864771587697,0.05149027092785662,0.09207800423704648,0.10933333333333328,0.07903846153846153,0.7440499873795839,false,0
parallel_universe_prompt,9,0.25,1247,5000,0.05,0.7710473867780805,0.002812259889476945,0.7632393015733981,0.7788554719827628,0.770834,0.17405295145998895,0.14911501014638306,0.20659999751488226,0.2886666666666666,0.17513944223107572,0.6544842522197051,false,0
parallel_universe_prompt,9,0.25,1247,5000,0.1,0.7710473867780805,0.002812259889476945,0.7632393015733981,0.7788554719827628,0.770834,0.2582602455767643,0.22988079676166662,0.28389491487024765,0.40766666666666673,0.26734463276836157,0.8468937029276538,false,0
parallel_universe_prompt,9,0.25,1247,5000,0.2,0.7710473867780805,0.002812259889476945,0.7632393015733981,0.7788554719827628,0.770834,0.3812831473119374,0.3527690714197013,0.40905796026218266,0.59736,0.4058043875685558,0.8039236352157627,false,0
unhelpful,9,0.25,1247,5000,0.01,0.4660052903908761,0.025054778153001174,0.3964420742261594,0.5355685065555928,0.142636,0.023333333333333317,0.00989333333333331,0.0684885747631888,0.023333333333333317,0.0,2.828868694848552e-9,true,0
unhelpful,9,0.25,1247,5000,0.05,0.4660052903908761,0.025054778153001174,0.3964420742261594,0.5355685065555928,0.142636,0.029419712878787876,0.015166666666666662,0.0818298523122498,0.03516666666666668,0.0,3.0550128438111557e-7,true,0
unhelpful,9,0.25,1247,5000,0.1,0.4660052903908761,0.025054778153001174,0.3964420742261594,0.5355685065555928,0.142636,0.03798917727272729,0.02033333333333337,0.12456684328141075,0.04800000000000004,0.0,0.0,true,0
unhelpful,9,0.25,1247,5000,0.2,0.4660052903908761,0.025054778153001174,0.3964420742261594,0.5355685065555928,0.142636,0.07918633824986841,0.028542599798387094,0.1543485730141031,0.20196000000000003,0.0,0.0,true,0
clone,10,0.25,1247,5000,0.01,0.7607412014624355,0.002215388338023189,0.7545902973552188,0.7668921055696523,0.7619779999999999,0.07997673867933647,0.06366561162362998,0.09369533122936934,0.09644933333333339,0.072,0.06569486441820005,false,0
clone,10,0.25,1247,5000,0.05,0.7607412014624355,0.002215388338023189,0.7545902973552188,0.7668921055696523,0.7619779999999999,0.16706650805605394,0.13949704747690908,0.19402972212295808,0.26049999999999995,0.16924603174603173,0.9816137009805322,false,0
clone,10,0.25,1247,5000,0.1,0.7607412014624355,0.002215388338023189,0.7545902973552188,0.7668921055696523,0.7619779999999999,0.245696644405646,0.22164800303072665,0.2743722383034589,0.385,0.2689667250437829,0.9520990177422807,false,0
clone,10,0.25,1247,5000,0.2,0.7607412014624355,0.002215388338023189,0.7545902973552188,0.7668921055696523,0.7619779999999999,0.3684297817622276,0.34404632874190916,0.3934062672779457,0.594,0.3763565891472868,0.8926434595691132,false,0
premium,10,0.25,1247,5000,0.01,0.7656670803213557,0.0023292283147326844,0.759200105768028,0.7721340548746833,0.76226,0.08067176311711496,0.062420690905664,0.09350117422632964,0.09644933333333339,0.09015151515151514,0.12914782958541493,false,0
premium,10,0.25,1247,5000,0.05,0.7656670803213557,0.0023292283147326844,0.759200105768028,0.7721340548746833,0.76226,0.17057716354544417,0.14721643646724764,0.2003290417306788,0.26049999999999995,0.18,0.7297917194777044,false,0
premium,10,0.25,1247,5000,0.1,0.7656670803213557,0.0023292283147326844,0.759200105768028,0.7721340548746833,0.76226,0.249771734278916,0.22786259635964226,0.275094434268072,0.385,0.2567366412213741,0.8259557012471946,false,0
premium,10,0.25,1247,5000,0.2,0.7656670803213557,0.0023292283147326844,0.759200105768028,0.7721340548746833,0.76226,0.3727772949805379,0.3434098212571679,0.39893439361558003,0.594,0.39660808435852374,0.936926271248616,false,0
parallel_universe_prompt,10,0.25,1247,5000,0.01,0.7726905630569616,0.0022923311645145967,0.7663260314157527,0.7790550946981705,0.770834,0.07942093996201752,0.06459357163376893,0.09396611379915988,0.09644933333333339,0.07903846153846153,0.05017820021625308,false,0
parallel_universe_prompt,10,0.25,1247,5000,0.05,0.7726905630569616,0.0022923311645145967,0.7663260314157527,0.7790550946981705,0.770834,0.17048425699041028,0.1466647594324805,0.1967751280871103,0.26049999999999995,0.17513944223107572,0.859426274505217,false,0
parallel_universe_prompt,10,0.25,1247,5000,0.1,0.7726905630569616,0.0022923311645145967,0.7663260314157527,0.7790550946981705,0.770834,0.2513100605547144,0.22571302838369686,0.27910163775741414,0.385,0.26734463276836157,0.615612471116507,false,0
parallel_universe_prompt,10,0.25,1247,5000,0.2,0.7726905630569616,0.0022923311645145967,0.7663260314157527,0.7790550946981705,0.770834,0.3772771506991621,0.34963322524149876,0.4025798710442081,0.594,0.4058043875685558,0.7724938072543422,false,0
unhelpful,10,0.25,1247,5000,0.01,0.48963845108885945,0.036750781178347035,0.38760192457404263,0.5916749776036763,0.142636,0.011695333333333391,0.004752666666666627,0.0748578999999999,0.011695333333333391,0.0,0.03872946066705729,true,0
unhelpful,10,0.25,1247,5000,0.05,0.48963845108885945,0.036750781178347035,0.38760192457404263,0.5916749776036763,0.142636,0.026206190476190466,0.009883066666666617,0.06666666666666665,0.03516666666666668,0.0,4.8406355681596125e-6,true,0
unhelpful,10,0.25,1247,5000,0.1,0.48963845108885945,0.036750781178347035,0.38760192457404263,0.5916749776036763,0.142636,0.03266364285714286,0.016813717499999943,0.08014803532840642,0.051000000000000045,0.0,0.0,true,0
unhelpful,10,0.25,1247,5000,0.2,0.48963845108885945,0.036750781178347035,0.38760192457404263,0.5916749776036763,0.142636,0.06235485827215474,0.023709045454545438,0.10112392786290206,0.11699999999999999,0.0,0.0,true,0
clone,11,0.25,1247,5000,0.01,0.7614485658559582,0.0031216371349948786,0.752781511712298,0.7701156199996184,0.7619779999999999,0.06523025799012719,0.05046225221456586,0.08398967471031442,0.08066666666666666,0.072,0.02296458602216178,true,0
clone,11,0.25,1247,5000,0.05,0.7614485658559582,0.0031216371349948786,0.752781511712298,0.7701156199996184,0.7619779999999999,0.1403157910185876,0.11716399444848578,0.16977732954007335,0.23666666666666658,0.16924603174603173,0.020992746615005164,true,0
clone,11,0.25,1247,5000,0.1,0.7614485658559582,0.0031216371349948786,0.752781511712298,0.7701156199996184,0.7619779999999999,0.2283860857069562,0.19921214575439591,0.2594007622802452,0.3886666666666667,0.2689667250437829,0.2802789839044587,false,0
clone,11,0.25,1247,5000,0.2,0.7614485658559582,0.0031216371349948786,0.752781511712298,0.7701156199996184,0.7619779999999999,0.3634021932422574,0.33405009813743286,0.3926224481259404,0.5780000000000001,0.3763565891472868,0.6303014441941167,false,0
premium,11,0.25,1247,5000,0.01,0.7643561942646544,0.0029911273053637973,0.7560514934986536,0.7726608950306552,0.76226,0.06351782906352467,0.049992967494396724,0.08529027087933946,0.08066666666666666,0.09015151515151514,0.007673461629280953,true,0
premium,11,0.25,1247,5000,0.05,0.7643561942646544,0.0029911273053637973,0.7560514934986536,0.7726608950306552,0.76226,0.13955718297984132,0.11629532062493428,0.1652904593648824,0.23666666666666658,0.18,0.033214750014115,true,0
premium,11,0.25,1247,5000,0.1,0.7643561942646544,0.0029911273053637973,0.7560514934986536,0.7726608950306552,0.76226,0.23022797992549107,0.2022546101607173,0.25996790555991867,0.3886666666666667,0.2567366412213741,0.22108799300750492,false,0
premium,11,0.25,1247,5000,0.2,0.7643561942646544,0.0029911273053637973,0.7560514934986536,0.7726608950306552,0.76226,0.3669319513489594,0.3382239573700284,0.3971910839953442,0.6051666666666666,0.39660808435852374,0.1957972547990594,false,0
parallel_universe_prompt,11,0.25,1247,5000,0.01,0.7718383111835656,0.0030236893070206237,0.7634432038074492,0.780233418559682,0.770834,0.06434860483551327,0.050689771896533654,0.08260414850785093,0.08066666666666666,0.07903846153846153,0.021806906240779744,true,0
parallel_universe_prompt,11,0.25,1247,5000,0.05,0.7718383111835656,0.0030236893070206237,0.7634432038074492,0.780233418559682,0.770834,0.14196451651778755,0.11962162466800856,0.1709762114441143,0.23666666666666658,0.17513944223107572,0.057129354709210545,false,0
parallel_universe_prompt,11,0.25,1247,5000,0.1,0.7718383111835656,0.0030236893070206237,0.7634432038074492,0.780233418559682,0.770834,0.23351342559046623,0.2072222704933387,0.26456978265553294,0.3886666666666667,0.26734463276836157,0.2898696911774912,false,0
parallel_universe_prompt,11,0.25,1247,5000,0.2,0.7718383111835656,0.0030236893070206237,0.7634432038074492,0.780233418559682,0.770834,0.3725159587652789,0.3466414003428846,0.4029335954930015,0.6051666666666666,0.4058043875685558,0.16624221699419928,false,0
unhelpful,11,0.25,1247,5000,0.01,0.2292685641210826,0.010940068638350233,0.1988940640996072,0.259643064142558,0.142636,0.023333333333333317,0.023333333333333317,0.06925290019272075,0.023333333333333317,0.0,0.0,true,0
unhelpful,11,0.25,1247,5000,0.05,0.2292685641210826,0.010940068638350233,0.1988940640996072,0.259643064142558,0.142636,0.03833333333333333,0.027786666666666737,0.06755044650626237,0.03833333333333333,0.0,0.0,true,0
unhelpful,11,0.25,1247,5000,0.1,0.2292685641210826,0.010940068638350233,0.1988940640996072,0.259643064142558,0.142636,0.04466666666666663,0.028255431804366127,0.07867676693606587,0.04466666666666663,0.0,3.908717016720686e-9,true,0
unhelpful,11,0.25,1247,5000,0.2,0.2292685641210826,0.010940068638350233,0.1988940640996072,0.259643064142558,0.142636,0.042666688200374725,0.03466666666666668,0.08434905924792992,0.06183333333333335,0.0,0.0,true,0
clone,12,0.25,1247,5000,0.01,0.7580770225287319,0.00373515421467323,0.7477065718922434,0.7684474731652203,0.7619779999999999,0.07782614075786165,0.0659416168831169,0.09494482376886468,0.09001466666666669,0.072,0.0007634202579245297,true,0
clone,12,0.25,1247,5000,0.05,0.7580770225287319,0.00373515421467323,0.7477065718922434,0.7684474731652203,0.7619779999999999,0.1661757090605424,0.14115352335421824,0.19565319986386,0.26049999999999995,0.16924603174603173,0.9556164974168101,false,0
clone,12,0.25,1247,5000,0.1,0.7580770225287319,0.00373515421467323,0.7477065718922434,0.7684474731652203,0.7619779999999999,0.2451567465464419,0.2211927417706016,0.2742531410109325,0.39,0.2689667250437829,0.9414707053126533,false,0
clone,12,0.25,1247,5000,0.2,0.7580770225287319,0.00373515421467323,0.7477065718922434,0.7684474731652203,0.7619779999999999,0.3565674777800619,0.33273563954951246,0.3807137275806188,0.5650000000000001,0.3763565891472868,0.5410683659861866,false,0
premium,12,0.25,1247,5000,0.01,0.7604558883283975,0.003806406259901399,0.7498876102997,0.771024166357095,0.76226,0.0773333607316562,0.06428614535898666,0.09322638654210257,0.09001466666666669,0.09015151515151514,0.06872478170894636,false,0
premium,12,0.25,1247,5000,0.05,0.7604558883283975,0.003806406259901399,0.7498876102997,0.771024166357095,0.76226,0.16348702933572257,0.14234036210451023,0.19464445860242274,0.26049999999999995,0.18,0.28600510980632654,false,0
premium,12,0.25,1247,5000,0.1,0.7604558883283975,0.003806406259901399,0.7498876102997,0.771024166357095,0.76226,0.24528996583032547,0.22194549619114373,0.273809186370362,0.39,0.2567366412213741,0.6921020604619297,false,0
premium,12,0.25,1247,5000,0.2,0.7604558883283975,0.003806406259901399,0.7498876102997,0.771024166357095,0.76226,0.35825212972741327,0.3300664332986765,0.38472822573648663,0.5650000000000001,0.39660808435852374,0.491441609708105,false,0
parallel_universe_prompt,12,0.25,1247,5000,0.01,0.7692231280073444,0.0037887165634753997,0.7587039644497013,0.7797422915649874,0.770834,0.07787776140985325,0.06673480416175942,0.09557773855380196,0.09001466666666669,0.07903846153846153,0.005566582979601775,true,0
parallel_universe_prompt,12,0.25,1247,5000,0.05,0.7692231280073444,0.0037887165634753997,0.7587039644497013,0.7797422915649874,0.770834,0.16863122433045735,0.14443029342729088,0.19732023242175692,0.26049999999999995,0.17513944223107572,0.8177729691753208,false,0
parallel_universe_prompt,12,0.25,1247,5000,0.1,0.7692231280073444,0.0037887165634753997,0.7587039644497013,0.7797422915649874,0.770834,0.2500597060358677,0.2240864434405525,0.27653125085158753,0.39,0.26734463276836157,0.5401114319304372,false,0
parallel_universe_prompt,12,0.25,1247,5000,0.2,0.7692231280073444,0.0037887165634753997,0.7587039644497013,0.7797422915649874,0.770834,0.36414728222730997,0.33910942532298455,0.39188465921108345,0.5650000000000001,0.4058043875685558,0.09821952444334214,false,0
unhelpful,12,0.25,1247,5000,0.01,0.35314328356528835,0.022196421991945627,0.29151613637284624,0.41477043075773046,0.142636,0.03317333333333328,0.023333333333333317,0.07499999999999996,0.03317333333333328,0.0,0.0,true,0
unhelpful,12,0.25,1247,5000,0.05,0.35314328356528835,0.022196421991945627,0.29151613637284624,0.41477043075773046,0.142636,0.046126365398955996,0.03516666666666668,0.08795573510647345,0.06333333333333335,0.0,0.0,true,0
unhelpful,12,0.25,1247,5000,0.1,0.35314328356528835,0.022196421991945627,0.29151613637284624,0.41477043075773046,0.142636,0.059970279840546675,0.04295249423907546,0.09649285876564072,0.08200000000000007,0.0,0.0,true,0
unhelpful,12,0.25,1247,5000,0.2,0.35314328356528835,0.022196421991945627,0.29151613637284624,0.41477043075773046,0.142636,0.07406380358426388,0.04963551895468779,0.12435592636037565,0.10600000000000004,0.0,0.0,true,0
clone,13,0.25,1247,5000,0.01,0.7539988835022435,0.0035196181279116686,0.7442268569788377,0.7637709100256493,0.7619779999999999,0.08466395390291424,0.06882879005155078,0.09458044476586194,0.09966666666666668,0.072,0.003012611386892239,true,0
clone,13,0.25,1247,5000,0.05,0.7539988835022435,0.0035196181279116686,0.7442268569788377,0.7637709100256493,0.7619779999999999,0.15755358873238007,0.13695487166325837,0.17970424645403588,0.23233333333333328,0.16924603174603173,0.14410599452626782,false,0
clone,13,0.25,1247,5000,0.1,0.7539988835022435,0.0035196181279116686,0.7442268569788377,0.7637709100256493,0.7619779999999999,0.22639009018564016,0.20183520336845093,0.25016853595424243,0.3368333333333333,0.2689667250437829,0.03654695446272682,true,0
clone,13,0.25,1247,5000,0.2,0.7539988835022435,0.0035196181279116686,0.7442268569788377,0.7637709100256493,0.7619779999999999,0.3393664063343985,0.31143910851473233,0.3680822153269949,0.5780000000000001,0.3763565891472868,0.10406325266888072,false,0
premium,13,0.25,1247,5000,0.01,0.7580980196159186,0.003659893415302897,0.7479365264574552,0.768259512774382,0.76226,0.08419750113999089,0.06732915889556561,0.09501848791131709,0.09966666666666668,0.09015151515151514,0.06326439893733282,false,0
